Journal title;Journal URL;First calendar year journal provided online Open Access content;Alternative title;Country of publisher;Full text language;Keywords;Journal ISSN (print version);Journal EISSN (online version);Publisher;Society or institution;Platform, host or aggregator;Journal article processing charges (APCs);APC information URL;APC amount;Currency;Journal article submission fee;Submission fee URL;Submission fee amount;Submission fee currency;Journal waiver policy (for developing country authors etc);Waiver policy information URL;Digital archiving policy or program(s);Archiving: national library;Archiving: other;Archiving infomation URL;Journal full-text crawl permission;Permanent article identifiers;Journal provides download statistics;Download statistics information URL;Full text formats;URL for the Editorial Board page;Review process;Review process information URL;URL for journal's aims & scope;URL for journal's instructions for authors;Journal plagiarism screening policy;Plagiarism information URL;Average number of weeks between submission and publication;URL for journal's Open Access statement;Machine-readable CC licensing information embedded or displayed in articles;URL to an example page with embedded licensing information;Journal license;License attributes;URL for license terms;Does this journal allow unrestricted reuse in compliance with BOAI?;Deposit policy directory;Author holds copyright without restrictions;Copyright information URL;Author holds publishing rights without restrictions;Publishing rights information URL;DOAJ Seal;Tick: Accepted after March 2014;Added on Date;Subjects;Number of Article Records;Most Recent Article Added
Revista de Psicología;http://revistas.pucp.edu.pe/index.php/psicologia;1983;;Peru;English, Portuguese, Spanish, Castilian;public health, social psychology, psychopatology, psychology;0254-9247;2223-3733;Pontificia Universidad Católica del Perú;Pontificia Universidad Católica del Perú, Departamento de Psicología;OJS;No;http://revistas.pucp.edu.pe/index.php/psicologia/about/submissions#authorGuidelines;;;;http://revistas.pucp.edu.pe/index.php/psicologia/about/submissions#authorGuidelines;;;;;;;;;Yes;;;;PDF;http://revistas.pucp.edu.pe/index.php/psicologia/about/editorialTeam;Double blind peer review;http://revistas.pucp.edu.pe/index.php/psicologia/about/editorialPolicies#sectionPolicies;http://revistas.pucp.edu.pe/index.php/psicologia/index;http://revistas.pucp.edu.pe/index.php/psicologia/about/submissions#authorGuidelines;;;8;http://revistas.pucp.edu.pe/index.php/psicologia/about/editorialPolicies#openAccessPolicy;;;CC BY;;http://revistas.pucp.edu.pe/index.php/psicologia/about/editorialPolicies#openAccessPolicy;Yes;;False;;False;;No;Yes;2013-06-21T16:01:31Z;Philosophy. Psychology. Religion: Psychology;463;2014-08-07T19:02:00Z
Revista Costarricense de Psicología;http://www.rcps-cr.org;2009;;Costa Rica;English, Portuguese, Spanish, Castilian;social psychology, therapy, clinical psychology, behavioral psychology;0257-1439;1659-2913;Colegio Profesional de Psicólogos de Costa Rica;Colegio Profesional de Psicólogos de Costa Rica;OJS;No;http://www.rcps-cr.org/openjournal/index.php/RCPs/about/editorialPolicies#openAccessPolicy;;;;http://www.rcps-cr.org/openjournal/index.php/RCPs/about/editorialPolicies#openAccessPolicy;;;;;CLOCKSS;;;http://www.rcps-cr.org/openjournal/index.php/RCPs/about/editorialPolicies#archiving;Yes;;;;PDF, HTML;http://www.rcps-cr.org/openjournal/index.php/RCPs/about/editorialTeam;Double blind peer review;http://www.rcps-cr.org/openjournal/index.php/RCPs/about/editorialPolicies#peerReviewProcess;http://www.rcps-cr.org/openjournal/index.php/RCPs/about/editorialPolicies#focusAndScope;http://www.rcps-cr.org/openjournal/index.php/RCPs/about/submissions#authorGuidelines;;;26;http://www.rcps-cr.org/openjournal/index.php/RCPs/about/editorialPolicies#openAccessPolicy;Yes;http://www.rcps-cr.org/openjournal/index.php/RCPs/article/view/48;CC BY-NC-ND;;http://www.rcps-cr.org/openjournal/index.php/RCPs/about/submissions#copyrightNotice;Yes;Sherpa/Romeo;False;;False;;No;Yes;2013-07-05T22:39:20Z;Philosophy. Psychology. Religion: Psychology;81;2018-12-24T02:38:59Z
SA Journal of Industrial Psychology;http://www.sajip.co.za;2008;South African Journal of Industrial Psychology;South Africa;English;industrial psychology, organisational behaviour;0258-5200;2071-0763;AOSIS;;OJS;Yes;http://sajip.co.za/index.php/sajip/pages/view/authors#6;1035;ZAR - Rand;;http://sajip.co.za/index.php/sajip/pages/view/faq_author#6;;;Yes;http://www.sajip.co.za/index.php/sajip/pages/view/faq_author#12;CLOCKSS, LOCKSS, Portico;;;http://sajip.co.za/index.php/sajip/pages/view/about#7;Yes;DOI;Yes;http://sajip.co.za/index.php/sajip/article/view/1316;PDF, HTML, ePUB, XML;http://sajip.co.za/index.php/sajip/pages/view/editorial-team;Double blind peer review;http://sajip.co.za/index.php/sajip/pages/view/about#5;http://sajip.co.za/index.php/sajip/pages/view/about#2;http://sajip.co.za/index.php/sajip/pages/view/authors;Yes;http://sajip.co.za/index.php/sajip/pages/view/about#5;35;http://sajip.co.za/index.php/sajip/pages/view/about#4;Yes;http://sajip.co.za/index.php/sajip/article/view/1199/1603;CC BY;;http://aosis.co.za/publishing/about-scholarly-journals#publishing_tab_nav_1;Yes;Sherpa/Romeo;True;http://aosis.co.za/publishing/about-scholarly-journals#publishing_tab_nav_1;True;http://aosis.co.za/publishing/about-scholarly-journals#publishing_tab_nav_1;Yes;Yes;2008-04-17T15:07:59Z;Social Sciences: Commerce: Business: Industrial psychology;1041;2019-03-07T12:20:43Z
Actualidades en Psicología;http://revistas.ucr.ac.cr/index.php/actualidades;2002;;Costa Rica;Spanish , Castilian;psychology, social sciences;0258-6444;2215-3535;Universidad de Costa Rica;Universidad de Costa Rica, Facultad de Ciencias Sociales, Instituto de Investigaciones Psicológicas;OJS;No;http://revistas.ucr.ac.cr/index.php/actualidades/about/editorialPolicies#openAccessPolicy;;;;http://revistas.ucr.ac.cr/index.php/actualidades/about/editorialPolicies#openAccessPolicy;;;;;CLOCKSS;;;http://revistas.ucr.ac.cr/index.php/actualidades/about/editorialPolicies#archiving;Yes;DOI;;;PDF, HTML;http://revistas.ucr.ac.cr/index.php/actualidades/about/editorialTeam;Double blind peer review;http://revistas.ucr.ac.cr/index.php/actualidades/about/editorialPolicies#peerReviewProcess;http://revistas.ucr.ac.cr/index.php/actualidades/index;http://revistas.ucr.ac.cr/index.php/actualidades/about/submissions#authorGuidelines;Yes;http://revistas.ucr.ac.cr/index.php/actualidades/about/editorialPolicies#custom-0;20;http://revistas.ucr.ac.cr/index.php/actualidades/about/editorialPolicies#openAccessPolicy;;;CC BY-NC-ND;;http://revistas.ucr.ac.cr/index.php/actualidades/about/editorialPolicies#openAccessPolicy;Yes;Sherpa/Romeo;False;;False;;No;Yes;2016-11-17T19:41:33Z;Philosophy. Psychology. Religion: Psychology;266;2019-04-10T21:42:59Z
Per Linguam : A Journal of Language Learning;http://perlinguam.journals.ac.za;2011;;South Africa;Afrikaans, English;language learning, applied linguistics, multilingualism, educational psychology;0259-2312;2224-0012;Stellenbosch University;Stellenbosch University, Department of Curriculum Studies;OJS;Yes;http://perlinguam.journals.ac.za/pub/about/submissions#authorGuidelines;300;ZAR - Rand;;http://perlinguam.journals.ac.za/pub/about/submissions#authorGuidelines;;;;;;;;;Yes;DOI;;;PDF;http://perlinguam.journals.ac.za/pub/about/editorialTeam;Double blind peer review;http://perlinguam.journals.ac.za/pub/about/editorialPolicies#peerReviewProcess;http://perlinguam.journals.ac.za/pub/index;http://perlinguam.journals.ac.za/pub/about/submissions#authorGuidelines;;;6;http://perlinguam.journals.ac.za/pub/about/editorialPolicies#openAccessPolicy;;;CC BY;;;Yes;Sherpa/Romeo;True;http://perlinguam.journals.ac.za/pub/about/submissions#copyrightNotice;True;http://perlinguam.journals.ac.za/pub/about/submissions#copyrightNotice;No;Yes;2012-09-12T17:35:19Z;Language and Literature: Languages and literature of Eastern Asia, Africa, Oceania: African languages and literature;424;2019-04-12T09:38:44Z
International Journal of Adolescence and Youth;http://www.tandfonline.com/rady;2014;;United Kingdom;English;adolescent development, behavioural sciences, educational psychology;0267-3843;2164-4527;Taylor & Francis Group;;Taylor & Francis Online;Yes;http://tandfonline.com/action/authorSubmission?journalCode=rady20&page=instructions#.V0QkgrgrLcs;700;USD - US Dollar;;http://tandfonline.com/action/authorSubmission?journalCode=rady20&page=instructions#.V0QxWbgrLct;;;Yes;http://authorservices.taylorandfrancis.com/hrf_faq/can-the-apc-be-discounted-or-waived/;LOCKSS, CLOCKSS, Portico;;;http://www.tandf.co.uk/libsite/productInfo/journals/onlineArchive/;Yes;DOI;Yes;http://tandfonline.com/doi/full/10.1080/02673843.2015.1083449;PDF, HTML;http://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=RADY20;Double blind peer review;http://www.tandfonline.com/action/authorSubmission?journalCode=RADY20&page=instructions;http://www.tandfonline.com/action/journalInformation?show=aimsScope&journalCode=RADY20;http://www.tandfonline.com/action/authorSubmission?journalCode=RADY20&page=instructions;Yes;http://www.tandfonline.com/action/authorSubmission?journalCode=RADY20&page=instructions;9;http://www.tandfonline.com/action/authorSubmission?journalCode=RADY20&page=instructions;Yes;http://tandfonline.com/action/showCopyRight?doi=10.1080%2F02673843.2016.1179204#tabModule;CC BY-NC;;http://authorservices.taylorandfrancis.com/publishing-agreements-your-options/;Yes;Sherpa/Romeo;False;;False;;No;Yes;2016-11-01T15:57:41Z;Education: Special aspects of education | Social Sciences: The family. Marriage. Woman;175;2019-04-12T08:41:47Z
Interdisciplinaria;http://www.ciipme-conicet.gov.ar/ojs/index.php/interdisciplinaria/index;2015;;Argentina;Spanish , Castilian;psychology, behavioral sciences, experimental works;0325-8203;1668-7027;CONICET, Centro Interamericano de Investigaciones Psicológicas y Ciencias Afines;CONICET, Centro Interamericano de Investigaciones Psicológicas y Ciencias Afines;OJS;No;http://www.ciipme-conicet.gov.ar/ojs/index.php/interdisciplinaria/about/submissions#authorGuidelines;;;;http://www.ciipme-conicet.gov.ar/ojs/index.php/interdisciplinaria/about/submissions#authorGuidelines;;;;;;;;;Yes;;;;PDF;http://www.ciipme-conicet.gov.ar/ojs/index.php/interdisciplinaria/index;Double blind peer review;http://www.ciipme-conicet.gov.ar/ojs/index.php/interdisciplinaria/about/editorialPolicies#peerReviewProcess;http://www.ciipme-conicet.gov.ar/ojs/index.php/interdisciplinaria/about/editorialPolicies#focusAndScope;http://www.ciipme-conicet.gov.ar/ojs/index.php/interdisciplinaria/about/submissions#authorGuidelines;;;32;http://www.ciipme-conicet.gov.ar/ojs/index.php/interdisciplinaria/about/editorialPolicies#openAccessPolicy;;;CC BY-NC-SA;;http://www.ciipme-conicet.gov.ar/ojs/index.php/interdisciplinaria/about/submissions#authorGuidelines;Yes;;False;;False;;No;Yes;2018-04-04T09:01:15Z;Philosophy. Psychology. Religion: Psychology;259;2017-02-03T20:34:52Z
Anuario de Investigaciones;http://www.psi.uba.ar/investigaciones.php?var=investigaciones/revistas/anuario/anuario.php;2005;;Argentina;Spanish , Castilian;psychology;0329-5885;1851-1686;Facultad de Psicología Universidad de Buenos Aires;Facultad de Psicología Universidad de Buenos Aires;;No;http://www.psi.uba.ar/investigaciones.php?var=investigaciones/revistas/anuario/anuario.php;;;;http://www.psi.uba.ar/investigaciones.php?var=investigaciones/revistas/anuario/anuario.php;;;;;;;;http://www.psi.uba.ar/investigaciones.php?var=investigaciones/revistas/anuario/anuario.php;;;;;PDF;http://www.psi.uba.ar/investigaciones.php?var=investigaciones/revistas/anuario/autoridades.php;Double blind peer review;http://www.psi.uba.ar/investigaciones/revistas/anuario/convocatoria_xxiii/normas_presentacion.pdf;http://www.psi.uba.ar/investigaciones.php?var=investigaciones/revistas/anuario/anuario.php;http://www.psi.uba.ar/investigaciones/revistas/anuario/convocatoria_xxiii/normas_presentacion.pdf;;;12;http://www.psi.uba.ar/investigaciones.php?var=investigaciones/revistas/anuario/anuario.php;;;CC BY;;http://www.psi.uba.ar/investigaciones.php?var=investigaciones/revistas/anuario/anuario.php;Yes;;True;http://www.psi.uba.ar/investigaciones.php?var=investigaciones/revistas/anuario/anuario.php;True;http://www.psi.uba.ar/investigaciones.php?var=investigaciones/revistas/anuario/anuario.php;No;Yes;2016-11-11T10:10:55Z;Philosophy. Psychology. Religion: Psychology;438;2013-09-06T02:13:48Z
Psihijatrija Danas;http://scindeks.ceon.rs/journalDetails.aspx?issn=0350-2538&lang=en;2000;;Serbia;English, Serbian;medicine, psychiatry, psychology, social sciences, education;0350-2538;2560-3272;Institute of Mental Health, Belgrade;;SCIndeks: Serbian Citation Index;No;http://scindeks.ceon.rs/PublicationPolicy.aspx?issn=0350-2538&lang=en#ppAC;;;;http://scindeks.ceon.rs/PublicationPolicy.aspx?issn=0350-2538&lang=en#ppAC;;;;;;National Library of Serbia;;http://scindeks.ceon.rs/journalDetails.aspx?issn=0350-2538;Yes;;Yes;http://scindeks.ceon.rs/article.aspx?artid=0350-25381502123J;PDF;http://scindeks.ceon.rs/EditorialBoard.aspx?issn=0350-2538&lang=en;Double blind peer review;http://scindeks.ceon.rs/PublicationPolicy.aspx?issn=0350-2538&lang=en#ppRT;http://scindeks.ceon.rs/Portrait.aspx?issn=0350-2538;http://scindeks-clanci.ceon.rs/data/uputstva/0350-2538us.pdf;Yes;http://scindeks.ceon.rs/PublicationPolicy.aspx?issn=0350-2538&lang=en#ppSP;4;http://scindeks.ceon.rs/PublicationPolicy.aspx?issn=0350-2538&lang=en#ppOA;Yes;http://scindeks.ceon.rs/article.aspx?artid=0350-25381502123J;CC BY-NC;;http://scindeks.ceon.rs/PublicationPolicy.aspx?issn=0350-2538&lang=en#ppLC;Yes;;True;http://scindeks.ceon.rs/PublicationPolicy.aspx?issn=0350-2538&lang=en#ppCC;True;http://scindeks.ceon.rs/PublicationPolicy.aspx?issn=0350-2538&lang=en#ppLC;No;Yes;2017-09-24T18:26:21Z;Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry: Neurology. Diseases of the nervous system: Psychiatry;33;2018-12-21T20:41:26Z
Psihološka Istraživanja;http://scindeks.ceon.rs/journalDetails.aspx?issn=0352-7379&lang=en;2010;;Serbia;English, Serbian;social psychology, psychology of education, developmental psychology, psychology of work, clinical psychology;0352-7379;2560-306X;University of Belgrade, Faculty of Philosophy, Institute of Psychology;string;SCIndeks: Serbian Citation Index;No;http://scindeks.ceon.rs/PublicationPolicy.aspx?issn=0352-7379&lang=en#ppAC;;;;http://scindeks.ceon.rs/PublicationPolicy.aspx?issn=0352-7379&lang=en#ppAC;;;;;;National Library of Serbia;;http://scindeks.ceon.rs/journalDetails.aspx?issn=0352-7379;Yes;DOI;;;PDF;http://scindeks.ceon.rs/EditorialBoard.aspx?issn=0352-7379&lang=en;Double blind peer review;http://scindeks.ceon.rs/PublicationPolicy.aspx?issn=0352-7379&lang=en#ppRT;http://scindeks.ceon.rs/AimsAndScope.aspx?issn=0352-7379&lang=en;http://scindeks-clanci.ceon.rs/data/uputstva/0352-7379ue.pdf;;http://scindeks.ceon.rs/PublicationPolicy.aspx?issn=0352-7379&lang=en#ppSP;4;http://scindeks.ceon.rs/PublicationPolicy.aspx?issn=0352-7379&lang=en#ppOA;Yes;http://scindeks.ceon.rs/article.aspx?artid=0352-73791601023M;CC BY-SA;;http://scindeks.ceon.rs/PublicationPolicy.aspx?issn=0352-7379&lang=en#ppLC;Yes;;True;http://scindeks.ceon.rs/PublicationPolicy.aspx?issn=0352-7379&lang=en#ppCC;True;http://scindeks.ceon.rs/PublicationPolicy.aspx?issn=0352-7379&lang=en#ppLC;No;Yes;2017-06-18T11:33:47Z;Philosophy. Psychology. Religion: Psychology;103;2018-12-21T20:41:35Z
Medycyna Pracy;http://medpr.imp.lodz.pl/en;2013;;Poland;English, Polish;occupational medicine, public health, toxicology, work psychology, occupational hygiene, health policy;0465-5893;2353-1339;Nofer Institute of Occupational Medicine;Polish Society of Occupational Medicine;Journals System (Bentus), EBSCO, ProQuest;Yes;http://medpr.imp.lodz.pl/Instructions-for-authors,43.html;500;EUR - Euro;Yes;http://medpr.imp.lodz.pl/Instructions-for-authors,43.html;80;EUR - Euro;;;;;;http://medpr.imp.lodz.pl/About-the-journal,42.html;Yes;DOI;;;PDF;http://medpr.imp.lodz.pl/Editorial-office,45.html;Double blind peer review;http://medpr.imp.lodz.pl/Instructions-for-Reviewers,44.html;http://medpr.imp.lodz.pl/About-the-journal,42.html;http://medpr.imp.lodz.pl/Instructions-for-authors,43.html;Yes;http://medpr.imp.lodz.pl/Instructions-for-authors,43.html;16;http://medpr.imp.lodz.pl/About-the-journal,42.html;Yes;http://medpr.imp.lodz.pl/pdf-48-603?filename=MP_3-2014_Kasperczyk.pdf;CC BY-NC;;http://medpr.imp.lodz.pl/About-the-journal,42.html;Yes;;False;;False;;No;Yes;2015-05-04T11:48:06Z;Medicine: Public aspects of medicine;435;2019-03-15T13:04:14Z
Acta Facultatis Educationis Physicae Universitatis Comenianae;http://www.degruyter.com/view/j/afepuc;2015;;Slovakia;English;kinesiology, exercise physiology, physical education, sports training, recreation, sports history and psychology;0520-7371;2585-8777;Sciendo;Faculty of Physical Education and Sports, Comenius University in Bratislava;Sciendo;No;http://www.degruyter.com/view/supplement/s05207371_Instructions_for_authors.pdf;;;;http://www.degruyter.com/view/supplement/s05207371_Instructions_for_authors.pdf;;;;;Portico;;;http://www.degruyter.com/page/859;Yes;DOI;;;PDF;http://www.degruyter.com/view/j/afepuc?tab=editorial_information;Peer review;http://www.degruyter.com/view/j/afepuc;http://www.degruyter.com/view/j/afepuc;http://www.degruyter.com/view/supplement/s05207371_Instructions_for_authors.pdf;Yes;http://www.degruyter.com/page/859;12;http://www.degruyter.com/page/943;Yes;http://www.degruyter.com/view/j/afepuc.2015.55.issue-2/afepuc-2015-0009/afepuc-2015-0009.xml?format=INT;CC BY-NC-ND;;http://www.degruyter.com/view/supplement/s05207371_Open_Access_License.pdf;Yes;Sherpa/Romeo;True;http://www.degruyter.com/view/supplement/s05207371_Open_Access_License.pdf;False;;No;Yes;2016-06-05T09:47:15Z;Geography. Anthropology. Recreation: Recreation. Leisure: Sports;52;2019-02-02T15:55:57Z
Acta Universitatis Carolinae: Philosophica et Historica;http://www.karolinum.cz/journals/philosophica-et-historica;2015;AUC Philosophica et Historica;Czech Republic;Czech, English;history, philosophy, psychology, sociology, pedagogy;0567-8293;2464-7055;Karolinum Press;Charles University;;No;http://karolinum.cz/ink2_stat/index.jsp?include=AUC_rada&id=1141&zalozka=3&predkl=0;;;;http://karolinum.cz/ink2_stat/index.jsp?include=AUC_rada&id=1141&zalozka=3&predkl=0;;;;;Portico;;;https://thekeepers.org/purl/issn/0567-8293;Yes;DOI;;;PDF;http://karolinum.cz/ink2_stat/index.jsp?include=AUC_rada&id=1141&zalozka=4&predkl=0;Double blind peer review;http://karolinum.cz/ink2_stat/index.jsp?include=AUC_rada&id=1141&zalozka=3&predkl=0;http://karolinum.cz/ink2_stat/index.jsp?include=AUC_rada&id=1141&zalozka=1&predkl=0;http://karolinum.cz/ink2_stat/index.jsp?include=AUC_rada&id=1141&zalozka=3&predkl=0;;;30;http://karolinum.cz/ink2_stat/index.jsp?include=AUC_rada&id=1141&zalozka=3&predkl=0;Yes;http://karolinum.cz/ink2_stat/index.jsp?include=AUC_clanek&id=4301&id=6183&casopis=1141&zalozka=0&predkl=0;CC BY;;http://karolinum.cz/ink2_stat/index.jsp?include=AUC_rada&id=1141&zalozka=3&predkl=0;Yes;;True;http://karolinum.cz/ink2_stat/index.jsp?include=AUC_rada&id=1141&zalozka=3&predkl=0;True;http://karolinum.cz/ink2_stat/index.jsp?include=AUC_rada&id=1141&zalozka=3&predkl=0;No;Yes;2017-12-24T11:19:19Z;Philosophy. Psychology. Religion;76;2018-12-21T12:28:26Z
Zbornik: Institut za Pedagoška Istraživanja;http://www.doiserbia.nb.rs/journal.aspx?issn=0579-6431;2002;;Serbia;Serbian;psychology, education;0579-6431;1820-9270;Institute for Educational Research, Belgrade;;doiSerbia;No;http://doiserbia.nb.rs/journal.aspx?issn=0579-6431&pg=editorialpolicy#Open access policy;;;;http://doiserbia.nb.rs/journal.aspx?issn=0579-6431&pg=editorialpolicy#Open access policy;;;;;;National Library of Serbia;;http://www.doiserbia.nb.rs/journal.aspx?issn=0579-6431;Yes;DOI;;;PDF;http://www.doiserbia.nb.rs/journal.aspx?issn=0579-6431;Double blind peer review;http://doiserbia.nb.rs/journal.aspx?issn=0579-6431&pg=editorialpolicy#Peer review;http://doiserbia.nb.rs/journal.aspx?issn=0579-6431&pg=editorialpolicy#Editorial policy;http://doiserbia.nb.rs/journal.aspx?issn=0579-6431;;;16;http://doiserbia.nb.rs/journal.aspx?issn=0579-6431&pg=editorialpolicy#Open access policy;;;CC BY-NC-ND;;http://doiserbia.nb.rs/journal.aspx?issn=0579-6431&pg=editorialpolicy#Open access policy;Yes;;False;;False;;No;Yes;2010-09-20T16:56:55Z;Education: Theory and practice of education;329;2019-02-18T11:18:31Z
